Area,Item,TIME,Consumption,Production
Kazakhstan,SHEEP,2006,115167.0,98545.0
Kazakhstan,SHEEP,2007,123669.0,104295.0
Kazakhstan,SHEEP,2008,131272.0,110364.0
Kazakhstan,SHEEP,2009,135048.0,116182.0
Kazakhstan,SHEEP,2010,142681.0,122601.0
Kazakhstan,SHEEP,2011,149201.0,129614.0
Kazakhstan,SHEEP,2012,153791.0,132986.0
Kazakhstan,SHEEP,2013,157117.0,135389.0
Kazakhstan,SHEEP,2014,162199.0,141117.0
Kazakhstan,SHEEP,2015,165172.0,144140.0
Kazakhstan,SHEEP,2016,168984.0,148761.0
Kazakhstan,SHEEP,2017,170611.0,151364.0
Kazakhstan,SHEEP,2018,169047.0,150763.0
Kazakhstan,SHEEP,2019,172948.0,151932.0
Kazakhstan,SHEEP,2020,175961.0,152922.0
New Zealand,SHEEP,1990,107451.0,530000.0
New Zealand,SHEEP,1991,116585.0,513896.0
New Zealand,SHEEP,1992,119101.0,578453.0
New Zealand,SHEEP,1993,86886.0,479749.0
New Zealand,SHEEP,1994,158777.0,523849.0
New Zealand,SHEEP,1995,125398.0,528256.0
New Zealand,SHEEP,1996,64154.0,507952.0
New Zealand,SHEEP,1997,111535.0,538838.0
New Zealand,SHEEP,1998,113453.0,547991.0
New Zealand,SHEEP,1999,98623.0,497708.0
New Zealand,SHEEP,2000,111751.0,538270.0
New Zealand,SHEEP,2001,120172.0,570841.0
New Zealand,SHEEP,2002,92807.0,518323.0
New Zealand,SHEEP,2003,111226.0,547491.0
New Zealand,SHEEP,2004,95027.0,517103.0
New Zealand,SHEEP,2005,94876.0,532846.0
New Zealand,SHEEP,2006,90616.0,542759.0
New Zealand,SHEEP,2007,83385.0,578701.0
New Zealand,SHEEP,2008,65774.0,597458.0
New Zealand,SHEEP,2009,31366.0,511431.0
New Zealand,SHEEP,2010,29341.0,474141.0
New Zealand,SHEEP,2011,27874.0,452041.0
New Zealand,SHEEP,2012,28182.0,456339.0
New Zealand,SHEEP,2013,31550.0,480619.0
New Zealand,SHEEP,2014,32549.999999999996,487142.0
New Zealand,SHEEP,2015,30767.0,487149.0
New Zealand,SHEEP,2016,29215.0,480607.0
New Zealand,SHEEP,2017,28282.0,450868.0
New Zealand,SHEEP,2018,22853.0,470813.0
New Zealand,SHEEP,2019,19547.0,449036.0
New Zealand,SHEEP,2020,18882.0,458462.0
Egypt,PIG,1990,2429.0,2450.0
Egypt,PIG,1991,2484.0,2500.0
Egypt,PIG,1992,2887.0,2900.0
Egypt,PIG,1993,2907.0,2888.0
Egypt,PIG,1994,2800.0,2750.0
Egypt,PIG,1995,2791.0,2800.0
Egypt,PIG,1996,2845.0,2850.0
Egypt,PIG,1997,2935.0,2935.0
Egypt,PIG,1998,8227.0,3000.0
Egypt,PIG,1999,3047.0,3045.0
Egypt,PIG,2000,3098.0,3100.0
Egypt,PIG,2001,3000.0,3000.0
Egypt,PIG,2002,2792.0,2700.0
Egypt,PIG,2003,2641.0,2600.0
Egypt,PIG,2004,3157.0,3000.0
Egypt,PIG,2005,2151.0,2000.0
Egypt,PIG,2006,2912.0,3000.0
Egypt,PIG,2007,3880.0,2500.0
Egypt,PIG,2008,2155.0,2200.0
Egypt,PIG,2009,857.0,538.0
Egypt,PIG,2010,422.0,500.0
Egypt,PIG,2011,808.0,473.0
Egypt,PIG,2012,849.0,485.0
Egypt,PIG,2013,855.0,491.0
Egypt,PIG,2014,535.0,494.0
Egypt,PIG,2015,539.0,350.0
Egypt,PIG,2016,766.0,400.0
Egypt,PIG,2017,2594.0,481.0
Egypt,PIG,2018,271.0,633.0
Egypt,PIG,2019,263.0,771.0
Egypt,PIG,2020,264.0,628.0
Vietnam,POULTRY,1990,169560.0,130000.0
Vietnam,POULTRY,1991,164670.0,125000.0
Vietnam,POULTRY,1992,175520.0,132000.0
Vietnam,POULTRY,1993,168070.0,120000.0
Vietnam,POULTRY,1994,170050.0,120000.0
Vietnam,POULTRY,1995,175220.0,124000.0
Vietnam,POULTRY,1996,196597.0,142000.0
Vietnam,POULTRY,1997,284956.0,226100.0
Vietnam,POULTRY,1998,299736.0,239200.0
Vietnam,POULTRY,1999,325440.0,261900.0
Vietnam,POULTRY,2000,365342.0,295692.0
Vietnam,POULTRY,2001,385371.0,307971.0
Vietnam,POULTRY,2002,430243.0,338402.0
Vietnam,POULTRY,2003,456507.0,372721.0
Vietnam,POULTRY,2004,427458.0,316409.0
Vietnam,POULTRY,2005,400805.0,321890.0
Vietnam,POULTRY,2006,473363.0,344400.0
Vietnam,POULTRY,2007,613667.0,358800.0
Vietnam,POULTRY,2008,781966.0,448200.0
Vietnam,POULTRY,2009,897224.0,528548.0
Vietnam,POULTRY,2010,1092260.0,456637.0
Vietnam,POULTRY,2011,1570368.0,494361.0
Vietnam,POULTRY,2012,1257183.0,525961.0
Vietnam,POULTRY,2013,1247536.0,575752.0
Vietnam,POULTRY,2014,1351580.0,633334.0
Vietnam,POULTRY,2015,1601510.0,700873.0
Vietnam,POULTRY,2016,1450986.0,740726.0
Vietnam,POULTRY,2017,1291343.0,786354.0
Vietnam,POULTRY,2018,1684265.0,839573.0
Vietnam,POULTRY,2019,1794500.0,990379.0
Vietnam,POULTRY,2020,1846542.0,1146318.0
New Zealand,PIG,1990,47800.0,43240.0
New Zealand,PIG,1991,46629.0,42426.0
New Zealand,PIG,1992,49262.0,46118.0
New Zealand,PIG,1993,52980.0,48663.0
New Zealand,PIG,1994,60636.0,48759.0
New Zealand,PIG,1995,58539.0,50815.0
New Zealand,PIG,1996,59610.0,50818.0
New Zealand,PIG,1997,57056.0,47816.0
New Zealand,PIG,1998,60675.0,48338.0
New Zealand,PIG,1999,65535.0,48307.0
New Zealand,PIG,2000,66207.0,46092.0
New Zealand,PIG,2001,62869.0,46299.0
New Zealand,PIG,2002,65844.0,44683.0
New Zealand,PIG,2003,71076.0,46320.0
New Zealand,PIG,2004,77669.0,50887.0
New Zealand,PIG,2005,79730.0,50901.0
New Zealand,PIG,2006,85928.0,51074.0
New Zealand,PIG,2007,87282.0,50321.0
New Zealand,PIG,2008,88121.0,51703.0
New Zealand,PIG,2009,88201.0,47338.0
New Zealand,PIG,2010,82973.0,46666.0
New Zealand,PIG,2011,90515.0,49467.0
New Zealand,PIG,2012,92282.0,50591.0
New Zealand,PIG,2013,92070.0,47159.0
New Zealand,PIG,2014,95830.0,47771.0
New Zealand,PIG,2015,105226.0,45632.0
New Zealand,PIG,2016,104242.0,43846.0
New Zealand,PIG,2017,111971.0,46741.0
New Zealand,PIG,2018,115135.0,47443.0
New Zealand,PIG,2019,116128.0,44129.0
New Zealand,PIG,2020,117853.0,45375.0
Kazakhstan,POULTRY,1992,140850.0,139000.0
Kazakhstan,POULTRY,1993,115790.0,114100.0
Kazakhstan,POULTRY,1994,81170.0,80200.0
Kazakhstan,POULTRY,1995,56440.0,53000.0
Kazakhstan,POULTRY,1996,54473.0,39400.0
Kazakhstan,POULTRY,1997,56166.0,23900.0
Kazakhstan,POULTRY,1998,54382.0,24100.0
Kazakhstan,POULTRY,1999,43067.0,29300.0
Kazakhstan,POULTRY,2000,53588.0,33300.0
Kazakhstan,POULTRY,2001,66613.0,33800.0
Kazakhstan,POULTRY,2002,84297.0,36100.0
Kazakhstan,POULTRY,2003,96255.0,38400.0
Kazakhstan,POULTRY,2004,121925.0,41300.0
Kazakhstan,POULTRY,2005,155903.0,45700.0
Kazakhstan,POULTRY,2006,215009.0,64500.0
Kazakhstan,POULTRY,2007,208445.0,64300.0
Kazakhstan,POULTRY,2008,195416.0,65300.0
Kazakhstan,POULTRY,2009,189368.0,79478.0
Kazakhstan,POULTRY,2010,239316.0,102979.0
Kazakhstan,POULTRY,2011,261620.99999999997,101975.0
Kazakhstan,POULTRY,2012,326449.0,123057.0
Kazakhstan,POULTRY,2013,303648.0,129725.0
Kazakhstan,POULTRY,2014,281688.0,126335.0
Kazakhstan,POULTRY,2015,292107.0,136924.0
Kazakhstan,POULTRY,2016,300302.0,143253.0
Kazakhstan,POULTRY,2017,339716.0,170729.0
Kazakhstan,POULTRY,2018,363737.0,183236.0
Kazakhstan,POULTRY,2019,348493.0,214111.0
Kazakhstan,POULTRY,2020,357649.0,228630.0
Russia,PIG,1992,0.0,2783500.0
Russia,PIG,1993,2792227.0,2432100.0
Russia,PIG,1994,2514140.0,2103500.0
Russia,PIG,1995,2378134.0,1865400.0
Russia,PIG,1996,2216252.0,1705200.0
Russia,PIG,1997,2239944.0,1545500.0
Russia,PIG,1998,2216900.0,1504900.0
Russia,PIG,1999,2018000.0,1485000.0
Russia,PIG,2000,1791508.0,1578200.0
Russia,PIG,2001,1913071.0,1514700.0
Russia,PIG,2002,2226720.0,1608300.0
Russia,PIG,2003,2109241.0,1742600.0
Russia,PIG,2004,2171142.0,1685800.0
Russia,PIG,2005,2381957.0,1569100.0
Russia,PIG,2006,2574325.0,1699200.0
Russia,PIG,2007,3045058.0,1929700.0
Russia,PIG,2008,3329991.0,2042059.0
Russia,PIG,2009,3202871.0,2169475.0
Russia,PIG,2010,3087740.0,2330806.0
Russia,PIG,2011,3411927.0,2427636.0
Russia,PIG,2012,3363740.0,2559477.0
Russia,PIG,2013,3559835.0,2816178.0
Russia,PIG,2014,3334421.0,2973928.0
Russia,PIG,2015,3378912.0,3098678.0
Russia,PIG,2016,3572590.0,3355060.0
Russia,PIG,2017,3738690.0,3515740.0
Russia,PIG,2018,3727922.0,3744170.0
Russia,PIG,2019,3849082.0,3936829.0
Russia,PIG,2020,3875480.0,4281613.0
Peru,POULTRY,1990,249119.0,245814.0
Peru,POULTRY,1991,295550.0,291814.0
Peru,POULTRY,1992,322876.0,320237.0
Peru,POULTRY,1993,306183.0,302752.0
Peru,POULTRY,1994,320485.0,317273.0
Peru,POULTRY,1995,357581.0,355103.0
Peru,POULTRY,1996,391461.0,386403.0
Peru,POULTRY,1997,441948.0,443940.0
Peru,POULTRY,1998,473159.0,460308.0
Peru,POULTRY,1999,504828.0,493600.0
Peru,POULTRY,2000,519854.00000000006,510161.0
Peru,POULTRY,2001,524866.0,518010.0
Peru,POULTRY,2002,563910.0,556076.0
Peru,POULTRY,2003,584988.0,577989.0
Peru,POULTRY,2004,584297.0,578693.0
Peru,POULTRY,2005,657422.0,650296.0
Peru,POULTRY,2006,717810.0,710428.0
Peru,POULTRY,2007,779576.0,770444.0
Peru,POULTRY,2008,886739.0,877171.0
Peru,POULTRY,2009,980033.0,964407.0
Peru,POULTRY,2010,1041455.9999999999,1019935.0
Peru,POULTRY,2011,1124777.0,1108345.0
Peru,POULTRY,2012,1234810.0,1211140.0
Peru,POULTRY,2013,1282896.0,1254348.0
Peru,POULTRY,2014,1344733.0,1317426.0
Peru,POULTRY,2015,1361374.0,1329855.0
Peru,POULTRY,2016,1454969.0,1405474.0
Peru,POULTRY,2017,1524374.0,1464548.0
Peru,POULTRY,2018,1644854.0,1581767.0
Peru,POULTRY,2019,1696600.0,1762856.0
Peru,POULTRY,2020,1739680.0,1723497.0
Turkey,POULTRY,1990,414600.0,401658.0
Turkey,POULTRY,1991,414312.0,400002.0
Turkey,POULTRY,1992,440303.0,424133.0
Turkey,POULTRY,1993,459047.0,443964.0
Turkey,POULTRY,1994,477271.0,474000.0
Turkey,POULTRY,1995,501300.0,282038.0
Turkey,POULTRY,1996,427022.0,420609.0
Turkey,POULTRY,1997,475715.0,471415.0
Turkey,POULTRY,1998,497289.0,486710.0
Turkey,POULTRY,1999,604874.0,596880.0
Turkey,POULTRY,2000,666018.0,643457.0
Turkey,POULTRY,2001,613305.0,614745.0
Turkey,POULTRY,2002,710990.0,696187.0
Turkey,POULTRY,2003,884585.0,872419.0
Turkey,POULTRY,2004,889437.0,876774.0
Turkey,POULTRY,2005,936972.0,936697.0
Turkey,POULTRY,2006,897479.0,917659.0
Turkey,POULTRY,2007,1050061.0,1068454.0
Turkey,POULTRY,2008,1046839.9999999999,1087682.0
Turkey,POULTRY,2009,1211013.0,1293315.0
Turkey,POULTRY,2010,1336552.0,1444059.0
Turkey,POULTRY,2011,1410726.0,1613309.0
Turkey,POULTRY,2012,1457105.0,1723919.0
Turkey,POULTRY,2013,1428171.0,1758363.0
Turkey,POULTRY,2014,1531979.0,1894669.0
Turkey,POULTRY,2015,1619416.0,1909276.0
Turkey,POULTRY,2016,1601654.0,1879018.0
Turkey,POULTRY,2017,1758351.0,2136734.0
Turkey,POULTRY,2018,1733571.0,2156671.0
Turkey,POULTRY,2019,1796786.0,2138451.0
Turkey,POULTRY,2020,1827539.0,2138451.0
Japan,PIG,1990,2071813.0,1555226.0
Japan,PIG,1991,2082681.9999999998,1482776.0
Japan,PIG,1992,2089851.9999999998,1434148.0
Japan,PIG,1993,2079114.0,1439610.0
Japan,PIG,1994,2097024.0,1390288.0
Japan,PIG,1995,2110846.0,1299700.0
Japan,PIG,1996,2220733.0,1263100.0
Japan,PIG,1997,2064940.9999999998,1288200.0
Japan,PIG,1998,2051120.0,1290800.0
Japan,PIG,1999,2099959.0,1277094.0
Japan,PIG,2000,2179850.0,1255800.0
Japan,PIG,2001,2236454.0,1231600.0
Japan,PIG,2002,2350444.0,1245800.0
Japan,PIG,2003,2316988.0,1273700.0
Japan,PIG,2004,2474045.0,1262600.0
Japan,PIG,2005,2459773.0,1244963.0
Japan,PIG,2006,2304243.0,1246525.0
Japan,PIG,2007,2349367.0,1250511.0
Japan,PIG,2008,2390896.0,1248801.0
Japan,PIG,2009,2333597.0,1309910.0
Japan,PIG,2010,2364555.0,1292451.0
Japan,PIG,2011,2404854.0,1267328.0
Japan,PIG,2012,2389876.0,1296971.0
Japan,PIG,2013,2383580.0,1309433.0
Japan,PIG,2014,2411883.0,1263599.0
Japan,PIG,2015,2454667.0,1254283.0
Japan,PIG,2016,2518737.0,1278623.0
Japan,PIG,2017,2605978.0,1272301.0
Japan,PIG,2018,2609678.0,1284213.0
Japan,PIG,2019,2627589.0,1278886.0
Japan,PIG,2020,2615523.0,1305792.0
Brazil,SHEEP,1990,114398.0,77600.0
Brazil,SHEEP,1991,115839.0,79000.0
Brazil,SHEEP,1992,117003.0,80000.0
Brazil,SHEEP,1993,122806.0,82000.0
Brazil,SHEEP,1994,120300.0,84000.0
Brazil,SHEEP,1995,129149.0,86000.0
Brazil,SHEEP,1996,103502.0,69900.0
Brazil,SHEEP,1997,106761.0,70100.0
Brazil,SHEEP,1998,108742.0,67800.0
Brazil,SHEEP,1999,114288.0,71400.0
Brazil,SHEEP,2000,109310.0,71500.0
Brazil,SHEEP,2001,104733.0,71500.0
Brazil,SHEEP,2002,101598.0,68576.0
Brazil,SHEEP,2003,100595.0,68072.0
Brazil,SHEEP,2004,108379.0,76000.0
Brazil,SHEEP,2005,110097.0,76000.0
Brazil,SHEEP,2006,113472.0,77000.0
Brazil,SHEEP,2007,114538.0,78000.0
Brazil,SHEEP,2008,116222.0,79300.0
Brazil,SHEEP,2009,115367.0,80000.0
Brazil,SHEEP,2010,117664.0,82400.0
Brazil,SHEEP,2011,118276.0,84000.0
Brazil,SHEEP,2012,120769.0,85000.0
Brazil,SHEEP,2013,124657.0,85900.0
Brazil,SHEEP,2014,126112.0,85905.0
Brazil,SHEEP,2015,128996.00000000001,90342.0
Brazil,SHEEP,2016,128481.0,91070.0
Brazil,SHEEP,2017,125621.0,91654.0
Brazil,SHEEP,2018,124530.0,93526.0
Brazil,SHEEP,2019,124700.0,98789.0
Brazil,SHEEP,2020,125771.0,102251.0
Egypt,POULTRY,1990,272038.0,195000.0
Egypt,POULTRY,1991,304302.0,225000.0
Egypt,POULTRY,1992,317520.0,238000.0
Egypt,POULTRY,1993,330373.0,250000.0
Egypt,POULTRY,1994,358600.0,275000.0
Egypt,POULTRY,1995,406919.0,317000.0
Egypt,POULTRY,1996,422741.0,326605.0
Egypt,POULTRY,1997,541299.0,440669.0
Egypt,POULTRY,1998,534598.0,431241.0
Egypt,POULTRY,1999,590061.0,484704.0
Egypt,POULTRY,2000,595335.0,513312.0
Egypt,POULTRY,2001,621761.0,538978.0
Egypt,POULTRY,2002,743427.0,659647.0
Egypt,POULTRY,2003,687068.0,600745.0
Egypt,POULTRY,2004,650288.0,556967.0
Egypt,POULTRY,2005,664691.0,569236.0
Egypt,POULTRY,2006,726957.0,616000.0
Egypt,POULTRY,2007,820164.0,704702.0
Egypt,POULTRY,2008,758126.0,628799.0
Egypt,POULTRY,2009,836273.0,671059.0
Egypt,POULTRY,2010,883141.0,744014.0
Egypt,POULTRY,2011,934419.0,796025.0
Egypt,POULTRY,2012,995630.0,822171.0
Egypt,POULTRY,2013,1160841.0,952707.0
Egypt,POULTRY,2014,1246176.0,1035000.0
Egypt,POULTRY,2015,1238681.0,1027603.0
Egypt,POULTRY,2016,1262878.0,1007092.0
Egypt,POULTRY,2017,1347301.0,1302922.0
Egypt,POULTRY,2018,1220980.0,1324327.0
Egypt,POULTRY,2019,1276973.0,1542000.0
Egypt,POULTRY,2020,1315153.0,1339068.0
Brazil,PIG,1990,1062500.0,1050000.0
Brazil,PIG,1991,1111600.0,1200000.0
Brazil,PIG,1992,1148800.0,1260000.0
Brazil,PIG,1993,1207300.0,1500000.0
Brazil,PIG,1994,1268000.0,1700000.0
Brazil,PIG,1995,1404100.0,1800000.0
Brazil,PIG,1996,1545300.0,1900000.0
Brazil,PIG,1997,1459943.0,2050000.0
Brazil,PIG,1998,1572929.0,2400000.0
Brazil,PIG,1999,1600715.0,2400000.0
Brazil,PIG,2000,2411059.0,2600000.0
Brazil,PIG,2001,2498141.0,2637000.0
Brazil,PIG,2002,2419180.0,2798000.0
Brazil,PIG,2003,2234046.0,3059000.0
Brazil,PIG,2004,2142913.0,3110000.0
Brazil,PIG,2005,2123527.0,2800000.0
Brazil,PIG,2006,2452498.0,2830000.0
Brazil,PIG,2007,2436801.0,2990000.0
Brazil,PIG,2008,2547631.0,3015000.0
Brazil,PIG,2009,2648022.0,3130000.0
Brazil,PIG,2010,2762815.0,3195000.0
Brazil,PIG,2011,2949965.0,3227000.0
Brazil,PIG,2012,2981470.0,3149726.0
Brazil,PIG,2013,2971850.0,3117087.0
Brazil,PIG,2014,3200516.0,3192918.0
Brazil,PIG,2015,3194714.0,3430734.0
Brazil,PIG,2016,3092877.0,3711235.0
Brazil,PIG,2017,3237152.0,3824682.0
Brazil,PIG,2018,3413437.0,3950759.0
Brazil,PIG,2019,3476422.0,4125728.0
Brazil,PIG,2020,3475350.0,4482048.0
United States,SHEEP,1990,180365.0,164650.0
United States,SHEEP,1991,179985.0,164650.0
United States,SHEEP,1992,176206.0,157850.0
United States,SHEEP,1993,172812.0,152900.0
United States,SHEEP,1994,157085.0,139700.0
United States,SHEEP,1995,156897.0,130200.0
United States,SHEEP,1996,151266.0,121560.0
United States,SHEEP,1997,150776.0,118000.0
United States,SHEEP,1998,163105.0,113900.0
United States,SHEEP,1999,162407.0,112500.0
United States,SHEEP,2000,160538.0,106100.0
United States,SHEEP,2001,166772.0,101200.0
United States,SHEEP,2002,172788.0,101000.0
United States,SHEEP,2003,166535.0,92000.0
United States,SHEEP,2004,168999.0,88450.0
United States,SHEEP,2005,161366.0,84820.0
United States,SHEEP,2006,161473.0,83910.0
United States,SHEEP,2007,174677.0,82550.0
United States,SHEEP,2008,155466.0,81693.0
United States,SHEEP,2009,153591.0,80377.0
United States,SHEEP,2010,143761.0,76340.0
United States,SHEEP,2011,133758.0,69536.0
United States,SHEEP,2012,135839.0,72938.0
United States,SHEEP,2013,146832.0,73074.0
United States,SHEEP,2014,158367.0,72892.0
United States,SHEEP,2015,165402.0,70580.0
United States,SHEEP,2016,165788.0,70489.0
United States,SHEEP,2017,177269.0,68130.0
United States,SHEEP,2018,189068.0,71758.0
United States,SHEEP,2019,165540.0,69490.0
United States,SHEEP,2020,162152.0,64910.0
Turkey,BEEF,1990,381679.0,360704.0
Turkey,BEEF,1991,372965.0,339478.0
Turkey,BEEF,1992,337770.0,300605.0
Turkey,BEEF,1993,334276.0,295995.0
Turkey,BEEF,1994,311091.0,316585.0
Turkey,BEEF,1995,309377.0,292450.0
Turkey,BEEF,1996,323286.0,301835.0
Turkey,BEEF,1997,384984.0,379542.0
Turkey,BEEF,1998,363564.0,359000.0
Turkey,BEEF,1999,354702.0,349681.0
Turkey,BEEF,2000,358152.0,354636.0
Turkey,BEEF,2001,333564.0,331590.0
Turkey,BEEF,2002,328653.0,327630.0
Turkey,BEEF,2003,301214.0,290454.0
Turkey,BEEF,2004,375915.0,365000.0
Turkey,BEEF,2005,327208.0,321681.0
Turkey,BEEF,2006,346096.0,340705.0
Turkey,BEEF,2007,431933.0,431963.0
Turkey,BEEF,2008,374954.0,370619.0
Turkey,BEEF,2009,322077.0,325286.0
Turkey,BEEF,2010,659916.0,618584.0
Turkey,BEEF,2011,742358.0,644906.0
Turkey,BEEF,2012,803841.0,799344.0
Turkey,BEEF,2013,851696.0,869292.0
Turkey,BEEF,2014,867409.0,881999.0
Turkey,BEEF,2015,1030598.0,1014926.0
Turkey,BEEF,2016,1061198.0,1059195.0
Turkey,BEEF,2017,991887.0,987482.0
Turkey,BEEF,2018,1151432.0,1003859.0
Turkey,BEEF,2019,1122800.0,1075479.0
Turkey,BEEF,2020,1153667.0,961519.0
United States,PIG,1990,7271306.0,6964000.0
United States,PIG,1991,7438693.0,7257487.0
United States,PIG,1992,7927068.0,7816767.0
United States,PIG,1993,7901170.0,7750542.0
United States,PIG,1994,8087108.0,8027234.0
United States,PIG,1995,8059439.0,8095726.0
United States,PIG,1996,7618093.0,7763696.0
United States,PIG,1997,7629886.0,7835818.0
United States,PIG,1998,8304833.000000001,8623255.0
United States,PIG,1999,8597400.0,8757065.0
United States,PIG,2000,8456333.0,8596946.0
United States,PIG,2001,8387840.0,8691294.0
United States,PIG,2002,8684944.0,8928976.0
United States,PIG,2003,8815578.0,9056890.0
United States,PIG,2004,8816304.0,9312716.0
United States,PIG,2005,8669975.0,9391823.0
United States,PIG,2006,8640945.0,9558699.0
United States,PIG,2007,8966171.0,9961898.0
United States,PIG,2008,8814218.0,10598969.0
United States,PIG,2009,8998380.0,10441709.0
United States,PIG,2010,8656821.0,10185656.0
United States,PIG,2011,8332955.0,10330715.0
United States,PIG,2012,8408706.0,10554200.0
United States,PIG,2013,8684036.0,10524535.0
United States,PIG,2014,8650017.0,10368227.0
United States,PIG,2015,9340839.0,11120748.0
United States,PIG,2016,9476463.0,11320182.0
United States,PIG,2017,9541327.0,11610981.0
United States,PIG,2018,9748165.0,11942965.0
United States,PIG,2019,10126008.0,12542865.0
United States,PIG,2020,10177303.0,12845097.0
Indonesia,BEEF,1990,305855.0,259200.0
Indonesia,BEEF,1991,313434.0,262200.0
Indonesia,BEEF,1992,346463.0,297000.0
Indonesia,BEEF,1993,402142.0,346278.0
Indonesia,BEEF,1994,391600.0,336461.0
Indonesia,BEEF,1995,369608.0,311966.0
Indonesia,BEEF,1996,417090.0,347203.0
Indonesia,BEEF,1997,432223.0,353652.0
Indonesia,BEEF,1998,400702.0,342598.0
Indonesia,BEEF,1999,384262.0,308767.0
Indonesia,BEEF,2000,422520.0,339941.0
Indonesia,BEEF,2001,404567.0,338685.0
Indonesia,BEEF,2002,387977.0,330300.0
Indonesia,BEEF,2003,421629.0,369710.0
Indonesia,BEEF,2004,504458.0,447573.0
Indonesia,BEEF,2005,425012.0,358704.0
Indonesia,BEEF,2006,473796.0,395843.0
Indonesia,BEEF,2007,433704.0,339480.0
Indonesia,BEEF,2008,490388.0,392511.0
Indonesia,BEEF,2009,532392.0,409310.0
Indonesia,BEEF,2010,589601.0,436452.0
Indonesia,BEEF,2011,604010.0,485333.0
Indonesia,BEEF,2012,590801.0,508906.0
Indonesia,BEEF,2013,605620.0,504818.0
Indonesia,BEEF,2014,631166.0,497670.0
Indonesia,BEEF,2015,611630.0,506661.0
Indonesia,BEEF,2016,704347.0,518484.0
Indonesia,BEEF,2017,712766.0,486320.0
Indonesia,BEEF,2018,775109.0,497972.0
Indonesia,BEEF,2019,831350.0,504802.0
Indonesia,BEEF,2020,846977.0,515628.0
Argentina,POULTRY,1990,321000.0,321713.0
Argentina,POULTRY,1991,333800.0,373549.0
Argentina,POULTRY,1992,382040.0,448259.0
Argentina,POULTRY,1993,596100.0,663135.0
Argentina,POULTRY,1994,719010.0,706384.0
Argentina,POULTRY,1995,738595.0,773735.0
Argentina,POULTRY,1996,786219.0,749452.0
Argentina,POULTRY,1997,770086.0,782391.0
Argentina,POULTRY,1998,811557.0,889597.0
Argentina,POULTRY,1999,954823.0,940390.0
Argentina,POULTRY,2000,959578.0,957790.0
Argentina,POULTRY,2001,932888.0,950652.0
Argentina,POULTRY,2002,660456.0,699440.0
Argentina,POULTRY,2003,697746.0,738212.0
Argentina,POULTRY,2004,826192.0,866000.0
Argentina,POULTRY,2005,934525.0,1010000.0
Argentina,POULTRY,2006,1086653.0,1159000.0
Argentina,POULTRY,2007,1160856.0,1244000.0
Argentina,POULTRY,2008,1273180.0,1400000.0
Argentina,POULTRY,2009,1367820.0,1501000.0
Argentina,POULTRY,2010,1464410.0,1598000.0
Argentina,POULTRY,2011,1643890.0,1779000.0
Argentina,POULTRY,2012,1749150.0,1903000.0
Argentina,POULTRY,2013,1711100.0,1921000.0
Argentina,POULTRY,2014,1777800.0,1934000.0
Argentina,POULTRY,2015,1921400.0,2093000.0
Argentina,POULTRY,2016,1924500.0,2055000.0
Argentina,POULTRY,2017,1914400.0,2116000.0
Argentina,POULTRY,2018,1939000.0,2068494.0
Argentina,POULTRY,2019,1929665.0,2203411.0
Argentina,POULTRY,2020,1955504.0,2219238.0
Peru,BEEF,1990,123485.0,117112.0
Peru,BEEF,1991,119545.0,109451.0
Peru,BEEF,1992,114763.0,110702.0
Peru,BEEF,1993,113035.0,106582.0
Peru,BEEF,1994,107456.0,101709.0
Peru,BEEF,1995,116342.0,107106.0
Peru,BEEF,1996,119363.0,110069.0
Peru,BEEF,1997,128556.00000000001,118200.0
Peru,BEEF,1998,130955.00000000001,123894.0
Peru,BEEF,1999,139358.0,125064.0
Peru,BEEF,2000,133332.0,130249.0
Peru,BEEF,2001,133345.0,130269.0
Peru,BEEF,2002,138794.0,134137.0
Peru,BEEF,2003,144617.0,137271.0
Peru,BEEF,2004,149844.0,143554.0
Peru,BEEF,2005,158933.0,152497.0
Peru,BEEF,2006,166307.0,161578.0
Peru,BEEF,2007,168143.0,163235.0
Peru,BEEF,2008,167637.0,163318.0
Peru,BEEF,2009,168917.0,164704.0
Peru,BEEF,2010,177063.0,171872.0
Peru,BEEF,2011,183990.0,179084.0
Peru,BEEF,2012,191698.0,186617.0
Peru,BEEF,2013,199463.0,193087.0
Peru,BEEF,2014,201895.0,196232.0
Peru,BEEF,2015,201972.0,196015.0
Peru,BEEF,2016,198276.0,192703.0
Peru,BEEF,2017,194311.0,188738.0
Peru,BEEF,2018,197244.0,189703.0
Peru,BEEF,2019,198074.0,192920.0
Peru,BEEF,2020,197174.0,183941.0
Argentina,BEEF,1990,2588922.0,3007000.0
Argentina,BEEF,1991,2448667.0,2918000.0
Argentina,BEEF,1992,2441882.0,2784000.0
Argentina,BEEF,1993,2507867.0,2808000.0
Argentina,BEEF,1994,2388224.0,2783000.0
Argentina,BEEF,1995,2173938.0,2688000.0
Argentina,BEEF,1996,2226499.0,2694000.0
Argentina,BEEF,1997,2285148.0,2712000.0
Argentina,BEEF,1998,2144908.0,2469169.0
Argentina,BEEF,1999,2383908.0,2719784.0
Argentina,BEEF,2000,2385107.0,2718000.0
Argentina,BEEF,2001,2342406.0,2461000.0
Argentina,BEEF,2002,2180404.0,2493000.0
Argentina,BEEF,2003,2277857.0,2658000.0
Argentina,BEEF,2004,2403580.0,3024000.0
Argentina,BEEF,2005,2379357.0,3130800.0
