Area,Item,TIME,Consumption,Production
Norway,SHEEP,2005,26308.0,25954.0
Norway,SHEEP,2006,25721.0,25153.0
Norway,SHEEP,2007,26237.0,23426.0
Norway,SHEEP,2008,26714.0,24115.0
Norway,SHEEP,2009,25311.0,23927.0
Norway,SHEEP,2010,25821.0,24438.0
Norway,SHEEP,2011,25043.0,23382.0
Norway,SHEEP,2012,25591.0,22777.0
Norway,SHEEP,2013,26791.0,23424.0
Norway,SHEEP,2014,26536.0,24156.0
Norway,SHEEP,2015,27283.0,25555.0
Norway,SHEEP,2016,26888.0,25990.0
Norway,SHEEP,2017,28255.0,27445.0
Norway,SHEEP,2018,27936.0,26973.0
Norway,SHEEP,2019,27772.0,24285.0
Norway,SHEEP,2020,27583.0,23256.0
Thailand,POULTRY,1990,524169.99999999994,575000.0
Thailand,POULTRY,1991,699791.0,774000.0
Thailand,POULTRY,1992,849797.0,940000.0
Thailand,POULTRY,1993,878261.0,943000.0
Thailand,POULTRY,1994,814600.0,884000.0
Thailand,POULTRY,1995,812460.0,910000.0
Thailand,POULTRY,1996,857526.0,934000.0
Thailand,POULTRY,1997,840284.0,945000.0
Thailand,POULTRY,1998,900182.0,1097000.0
Thailand,POULTRY,1999,798487.0,1078000.0
Thailand,POULTRY,2000,747168.0,1045628.0
Thailand,POULTRY,2001,752542.0,1136129.0
Thailand,POULTRY,2002,685014.0,1180253.0
Thailand,POULTRY,2003,722963.0,1264350.0
Thailand,POULTRY,2004,588646.0,868860.0
Thailand,POULTRY,2005,760001.0,1007205.0
Thailand,POULTRY,2006,677175.0,1068811.0
Thailand,POULTRY,2007,760037.0,1106664.0
Thailand,POULTRY,2008,630206.0,1157940.0
Thailand,POULTRY,2009,636014.0,1153550.0
Thailand,POULTRY,2010,631311.0,1220256.0
Thailand,POULTRY,2011,626926.0,1262034.0
Thailand,POULTRY,2012,748085.0,1541113.0
Thailand,POULTRY,2013,979760.0,1610621.0
Thailand,POULTRY,2014,1068013.0,1756536.0
Thailand,POULTRY,2015,814929.0,1629034.0
Thailand,POULTRY,2016,695088.0,1628708.0
Thailand,POULTRY,2017,619814.0,1660859.0
Thailand,POULTRY,2018,651583.0,1699790.0
Thailand,POULTRY,2019,616257.0,1740213.0
Thailand,POULTRY,2020,623300.0,1782014.0
South Africa,POULTRY,1990,556058.0,534000.0
South Africa,POULTRY,1991,525333.0,499000.0
South Africa,POULTRY,1992,535321.0,495000.0
South Africa,POULTRY,1993,546669.0,523000.0
South Africa,POULTRY,1994,628900.0,558000.0
South Africa,POULTRY,1995,709422.0,600000.0
South Africa,POULTRY,1996,710258.0,649000.0
South Africa,POULTRY,1997,780825.0,692000.0
South Africa,POULTRY,1998,725003.0,665000.0
South Africa,POULTRY,1999,800037.0,706000.0
South Africa,POULTRY,2000,894465.0,816859.0
South Africa,POULTRY,2001,953234.0,893000.0
South Africa,POULTRY,2002,1003441.0,924848.0
South Africa,POULTRY,2003,1046535.0000000001,899599.0
South Africa,POULTRY,2004,1084411.0,905870.0
South Africa,POULTRY,2005,1162906.0,948780.0
South Africa,POULTRY,2006,1262309.0,971250.0
South Africa,POULTRY,2007,1399705.0,1125000.0
South Africa,POULTRY,2008,1547519.0,1327564.0
South Africa,POULTRY,2009,1598910.0,1387599.0
South Africa,POULTRY,2010,1671001.0,1471567.0
South Africa,POULTRY,2011,1772399.0,1485613.0
South Africa,POULTRY,2012,1829434.0,1488662.0
South Africa,POULTRY,2013,2009806.0,1671931.0
South Africa,POULTRY,2014,2113786.0,1717181.0
South Africa,POULTRY,2015,2131448.0,1727000.0
South Africa,POULTRY,2016,2161028.0,1677838.0
South Africa,POULTRY,2017,2150789.0,1658159.0
South Africa,POULTRY,2018,2266658.0,1743285.0
South Africa,POULTRY,2019,2257916.0,1808207.0
South Africa,POULTRY,2020,2302104.0,1873238.0
Israel,SHEEP,1990,6000.0,4880.0
Israel,SHEEP,1991,6000.0,4880.0
Israel,SHEEP,1992,6000.0,4880.0
Israel,SHEEP,1993,7027.0,5500.0
Israel,SHEEP,1994,7260.0,5500.0
Israel,SHEEP,1995,7705.0,5600.0
Israel,SHEEP,1996,7495.0,5700.0
Israel,SHEEP,1997,6850.0,5600.0
Israel,SHEEP,1998,7600.0,5400.0
Israel,SHEEP,1999,8260.0,5400.0
Israel,SHEEP,2000,8608.0,5400.0
Israel,SHEEP,2001,8492.0,5400.0
Israel,SHEEP,2002,7912.0,5400.0
Israel,SHEEP,2003,8482.0,5400.0
Israel,SHEEP,2004,8567.0,5600.0
Israel,SHEEP,2005,9354.0,5800.0
Israel,SHEEP,2006,10639.0,6820.0
Israel,SHEEP,2007,10883.0,6820.0
Israel,SHEEP,2008,11778.0,7040.0
Israel,SHEEP,2009,12601.0,7700.0
Israel,SHEEP,2010,13644.0,8140.0
Israel,SHEEP,2011,15731.0,9460.0
Israel,SHEEP,2012,15506.0,9680.0
Israel,SHEEP,2013,14492.0,9860.0
Israel,SHEEP,2014,16148.0,10685.0
Israel,SHEEP,2015,14242.0,9231.0
Israel,SHEEP,2016,13422.0,9109.0
Israel,SHEEP,2017,13997.0,9834.0
Israel,SHEEP,2018,14663.0,9172.0
Israel,SHEEP,2019,14800.0,10115.0
Israel,SHEEP,2020,15101.0,9886.0
Egypt,BEEF,1990,402438.0,143000.0
Egypt,BEEF,1991,466844.0,270000.0
Egypt,BEEF,1992,466626.0,276000.0
Egypt,BEEF,1993,529877.0,290000.0
Egypt,BEEF,1994,556084.0,287000.0
Egypt,BEEF,1995,544545.0,285000.0
Egypt,BEEF,1996,573259.0,245342.0
Egypt,BEEF,1997,637372.0,248000.0
Egypt,BEEF,1998,654246.0,258000.0
Egypt,BEEF,1999,690106.0,273000.0
Egypt,BEEF,2000,768919.0,282000.0
Egypt,BEEF,2001,654327.0,273000.0
Egypt,BEEF,2002,815884.0,336400.0
Egypt,BEEF,2003,775033.0,329000.0
Egypt,BEEF,2004,803732.0,340000.0
Egypt,BEEF,2005,906108.0,353000.0
Egypt,BEEF,2006,1018440.0,367000.0
Egypt,BEEF,2007,1055449.0,393200.0
Egypt,BEEF,2008,970683.0,429902.0
Egypt,BEEF,2009,1007136.0,446667.0
Egypt,BEEF,2010,1115347.0,457300.0
Egypt,BEEF,2011,1066814.0,454484.0
Egypt,BEEF,2012,1166142.0,464579.0
Egypt,BEEF,2013,1148322.0,434763.0
Egypt,BEEF,2014,1203968.0,421000.0
Egypt,BEEF,2015,1221407.0,430265.0
Egypt,BEEF,2016,1214015.0,451285.0
Egypt,BEEF,2017,1139440.0,388859.0
Egypt,BEEF,2018,1096082.0,408693.0
Egypt,BEEF,2019,1130091.0,425000.0
Egypt,BEEF,2020,1147099.0,310645.0
Israel,PIG,1990,9176.0,9205.0
Israel,PIG,1991,9337.0,9375.0
Israel,PIG,1992,9265.0,9375.0
Israel,PIG,1993,8685.0,8745.0
Israel,PIG,1994,8691.0,8930.0
Israel,PIG,1995,10241.0,10640.0
Israel,PIG,1996,10405.0,10830.0
Israel,PIG,1997,11819.0,12310.0
Israel,PIG,1998,11827.0,12120.0
Israel,PIG,1999,8588.0,8700.0
Israel,PIG,2000,14774.0,14863.0
Israel,PIG,2001,15676.0,15722.0
Israel,PIG,2002,16420.0,16479.0
Israel,PIG,2003,17374.0,17430.0
Israel,PIG,2004,17943.0,18030.0
Israel,PIG,2005,18548.0,18665.0
Israel,PIG,2006,17401.0,17539.0
Israel,PIG,2007,18136.0,18311.0
Israel,PIG,2008,18012.0,18244.0
Israel,PIG,2009,19378.0,19649.0
Israel,PIG,2010,18696.0,18868.0
Israel,PIG,2011,18555.0,19246.0
Israel,PIG,2012,19196.0,19396.0
Israel,PIG,2013,16067.0,16267.0
Israel,PIG,2014,15394.0,15739.0
Israel,PIG,2015,15471.0,15825.0
Israel,PIG,2016,15745.0,16099.0
Israel,PIG,2017,14444.0,14797.0
Israel,PIG,2018,14646.0,13323.0
Israel,PIG,2019,14646.0,13600.0
Israel,PIG,2020,14646.0,15054.0
Russia,SHEEP,1992,348367.0,311838.0
Russia,SHEEP,1993,371909.0,337678.0
Russia,SHEEP,1994,317324.0,293407.0
Russia,SHEEP,1995,291464.0,240614.0
Russia,SHEEP,1996,238658.0,208167.0
Russia,SHEEP,1997,217003.0,178129.0
Russia,SHEEP,1998,191276.0,156352.0
Russia,SHEEP,1999,146207.0,123587.0
Russia,SHEEP,2000,142092.0,119207.0
Russia,SHEEP,2001,135598.0,114127.0
Russia,SHEEP,2002,139443.0,115422.0
Russia,SHEEP,2003,136143.0,114083.0
Russia,SHEEP,2004,145717.0,123922.0
Russia,SHEEP,2005,161075.0,134469.0
Russia,SHEEP,2006,169768.0,138100.0
Russia,SHEEP,2007,179142.0,149637.0
Russia,SHEEP,2008,205258.0,156240.0
Russia,SHEEP,2009,190957.0,164457.0
Russia,SHEEP,2010,193377.0,166697.0
Russia,SHEEP,2011,200824.0,171183.0
Russia,SHEEP,2012,199274.0,172974.0
Russia,SHEEP,2013,199474.0,173323.0
Russia,SHEEP,2014,208641.0,186386.0
Russia,SHEEP,2015,206098.0,186838.0
Russia,SHEEP,2016,215817.0,194464.0
Russia,SHEEP,2017,217770.0,201248.0
Russia,SHEEP,2018,213729.0,205079.0
Russia,SHEEP,2019,211009.0,198078.0
Russia,SHEEP,2020,211576.0,196133.0
Kazakhstan,PIG,1992,221200.0,217300.0
Kazakhstan,PIG,1993,196712.0,194300.0
Kazakhstan,PIG,1994,156826.0,158200.0
Kazakhstan,PIG,1995,108900.0,113400.0
Kazakhstan,PIG,1996,108392.0,103400.0
Kazakhstan,PIG,1997,84284.0,81900.0
Kazakhstan,PIG,1998,82335.0,78900.0
Kazakhstan,PIG,1999,97379.0,97700.0
Kazakhstan,PIG,2000,86318.0,80226.0
Kazakhstan,PIG,2001,117444.0,112068.0
Kazakhstan,PIG,2002,116504.0,109765.0
Kazakhstan,PIG,2003,112702.0,105352.0
Kazakhstan,PIG,2004,122954.0,115753.0
Kazakhstan,PIG,2005,124202.0,110166.0
Kazakhstan,PIG,2006,129434.0,109340.0
Kazakhstan,PIG,2007,132282.0,107176.0
Kazakhstan,PIG,2008,146669.0,110499.0
Kazakhstan,PIG,2009,138687.0,106641.0
Kazakhstan,PIG,2010,138435.0,102971.0
Kazakhstan,PIG,2011,150522.0,112350.0
Kazakhstan,PIG,2012,150429.0,103319.0
Kazakhstan,PIG,2013,145232.0,99906.0
Kazakhstan,PIG,2014,137818.0,99817.0
Kazakhstan,PIG,2015,126538.0,95264.0
Kazakhstan,PIG,2016,121050.0,93867.0
Kazakhstan,PIG,2017,123308.0,91912.0
Kazakhstan,PIG,2018,113454.0,86127.0
Kazakhstan,PIG,2019,112100.0,86353.0
Kazakhstan,PIG,2020,112285.0,87478.0
United States,BEEF,1990,11047425.0,10465000.0
United States,BEEF,1991,11076048.0,10316064.0
United States,BEEF,1992,11145846.0,10394989.0
United States,BEEF,1993,11018411.0,10471646.0
United States,BEEF,1994,11527967.0,10454863.0
United States,BEEF,1995,11726191.0,11061317.0
United States,BEEF,1996,11902566.0,11441428.0
United States,BEEF,1997,11767677.0,11578866.0
United States,BEEF,1998,12051787.0,11562083.0
United States,BEEF,1999,12324702.0,11684553.0
United States,BEEF,2000,12502563.0,12016583.0
United States,BEEF,2001,12351209.0,12195753.0
United States,BEEF,2002,12737932.0,11890031.0
United States,BEEF,2003,12338907.0,12334552.0
United States,BEEF,2004,12667489.0,11947637.0
United States,BEEF,2005,12663362.0,11180612.0
United States,BEEF,2006,12833822.0,11242845.0
United States,BEEF,2007,12841442.0,11909626.0
United States,BEEF,2008,12447318.0,12030872.0
United States,BEEF,2009,12268343.0,12091245.0
United States,BEEF,2010,12032320.0,11818953.0
United States,BEEF,2011,11689672.0,11969954.0
United States,BEEF,2012,11701590.0,11916067.0
United States,BEEF,2013,11569143.0,11788608.0
United States,BEEF,2014,11211285.0,11698116.0
United States,BEEF,2015,11276320.0,10777601.0
United States,BEEF,2016,11678355.0,11470607.0
United States,BEEF,2017,12046112.0,11907239.0
United States,BEEF,2018,12175840.0,12219203.0
United States,BEEF,2019,12374514.0,12348749.0
United States,BEEF,2020,12386595.0,12357232.0
Nigeria,BEEF,1990,204332.0,204273.0
Nigeria,BEEF,1991,205711.0,205000.0
Nigeria,BEEF,1992,210383.0,210000.0
Nigeria,BEEF,1993,244463.0,244378.0
Nigeria,BEEF,1994,265052.0,264319.0
Nigeria,BEEF,1995,267012.0,266861.0
Nigeria,BEEF,1996,280991.0,280000.0
Nigeria,BEEF,1997,295134.0,294000.0
Nigeria,BEEF,1998,298368.0,297000.0
Nigeria,BEEF,1999,298880.0,298000.0
Nigeria,BEEF,2000,279190.0,279000.0
Nigeria,BEEF,2001,316237.0,316031.0
Nigeria,BEEF,2002,357889.0,357425.0
Nigeria,BEEF,2003,309207.0,307827.0
Nigeria,BEEF,2004,323410.0,323410.0
Nigeria,BEEF,2005,305610.0,305610.0
Nigeria,BEEF,2006,259795.00000000003,259457.0
Nigeria,BEEF,2007,327985.0,327984.0
Nigeria,BEEF,2008,328215.0,328250.0
Nigeria,BEEF,2009,330241.0,330250.0
Nigeria,BEEF,2010,307349.0,306960.0
Nigeria,BEEF,2011,350981.0,350009.0
Nigeria,BEEF,2012,289140.0,288281.0
Nigeria,BEEF,2013,379042.0,377794.0
Nigeria,BEEF,2014,380979.0,381080.0
Nigeria,BEEF,2015,383765.0,384396.0
Nigeria,BEEF,2016,370022.0,298262.0
Nigeria,BEEF,2017,373043.0,300856.0
Nigeria,BEEF,2018,375861.0,316770.0
Nigeria,BEEF,2019,376869.0,327901.0
Nigeria,BEEF,2020,384472.0,326398.0
Vietnam,PIG,1990,712404.0,728560.0
Vietnam,PIG,1991,690523.0,716320.0
Vietnam,PIG,1992,807690.0,792212.0
Vietnam,PIG,1993,858300.0,874415.0
Vietnam,PIG,1994,945138.0,957700.0
Vietnam,PIG,1995,1000681.0,1007000.0
Vietnam,PIG,1996,1047483.9999999999,1079986.0
Vietnam,PIG,1997,1089498.0,1154203.0
Vietnam,PIG,1998,1161425.0,1227621.0
Vietnam,PIG,1999,1248972.0,1318196.0
Vietnam,PIG,2000,1404531.0,1418064.0
Vietnam,PIG,2001,1487739.0,1515299.0
Vietnam,PIG,2002,1639938.0,1653595.0
Vietnam,PIG,2003,1786104.0,1795442.0
Vietnam,PIG,2004,2268723.0,2288315.0
Vietnam,PIG,2005,2277456.0,2288315.0
Vietnam,PIG,2006,2597806.0,2570104.0
Vietnam,PIG,2007,2564975.0,2552862.0
Vietnam,PIG,2008,2786974.0,2771002.0
Vietnam,PIG,2009,3062346.0,3035853.0
Vietnam,PIG,2010,3047922.0,3036358.0
Vietnam,PIG,2011,3117908.0,3098900.0
Vietnam,PIG,2012,3213080.0,3160048.0
Vietnam,PIG,2013,3362623.0,3228670.0
Vietnam,PIG,2014,3518102.0,3351200.0
Vietnam,PIG,2015,3580120.0,3491600.0
Vietnam,PIG,2016,3669954.0,3664556.0
Vietnam,PIG,2017,3736858.0,3733349.0
Vietnam,PIG,2018,3884225.0,3816414.0
Vietnam,PIG,2019,3241798.0,3328822.0
Vietnam,PIG,2020,3154699.0,3550105.0
Russia,BEEF,1992,4278848.0,3631500.0
Russia,BEEF,1993,4006307.0,3358800.0
Russia,BEEF,1994,3805007.0,3240200.0
Russia,BEEF,1995,3304497.0,2733500.0
Russia,BEEF,1996,3201924.0,2629825.0
Russia,BEEF,1997,3219442.0,2394900.0
Russia,BEEF,1998,2947760.0,2246500.0
Russia,BEEF,1999,2508128.0,1867600.0
Russia,BEEF,2000,2146845.0,1897900.0
Russia,BEEF,2001,2338327.0,1878600.0
Russia,BEEF,2002,2481506.0,1967400.0
Russia,BEEF,2003,2524366.0,2002300.0
Russia,BEEF,2004,2487536.0,1953900.0
Russia,BEEF,2005,2607293.0,1809200.0
Russia,BEEF,2006,2467000.0,1721500.0
Russia,BEEF,2007,2721951.0,1699200.0
Russia,BEEF,2008,2929764.0,1768716.0
Russia,BEEF,2009,2652627.0,1740628.0
Russia,BEEF,2010,2591245.0,1727311.0
Russia,BEEF,2011,2747424.0,1625469.0
Russia,BEEF,2012,2861387.0,1641519.0
Russia,BEEF,2013,2513937.0,1633258.0
Russia,BEEF,2014,2461705.0,1654135.0
Russia,BEEF,2015,2232391.0,1649373.0
Russia,BEEF,2016,2080308.0,1588769.0
Russia,BEEF,2017,2046123.0,1569267.0
Russia,BEEF,2018,2081058.0,1608136.0
Russia,BEEF,2019,2098465.0,1625163.0
Russia,BEEF,2020,2091933.0,1633742.0
Nigeria,POULTRY,1990,174105.0,174000.0
Nigeria,POULTRY,1991,165000.0,165000.0
Nigeria,POULTRY,1992,162000.0,162000.0
Nigeria,POULTRY,1993,165000.0,165000.0
Nigeria,POULTRY,1994,168050.0,168000.0
Nigeria,POULTRY,1995,169000.0,169000.0
Nigeria,POULTRY,1996,170000.0,170000.0
Nigeria,POULTRY,1997,171040.0,171000.0
Nigeria,POULTRY,1998,172040.0,172000.0
Nigeria,POULTRY,1999,174000.0,172000.0
Nigeria,POULTRY,2000,160437.0,160000.0
Nigeria,POULTRY,2001,189319.0,183500.0
Nigeria,POULTRY,2002,194402.0,190000.0
Nigeria,POULTRY,2003,201539.0,201000.0
Nigeria,POULTRY,2004,211000.0,211000.0
Nigeria,POULTRY,2005,218750.0,218750.0
Nigeria,POULTRY,2006,232101.0,232100.0
Nigeria,POULTRY,2007,243300.0,243300.0
Nigeria,POULTRY,2008,260000.0,260000.0
Nigeria,POULTRY,2009,273016.0,273000.0
Nigeria,POULTRY,2010,245010.0,245000.0
Nigeria,POULTRY,2011,198308.0,198303.0
Nigeria,POULTRY,2012,229207.0,229129.0
Nigeria,POULTRY,2013,193186.0,193153.0
Nigeria,POULTRY,2014,196606.0,196350.0
Nigeria,POULTRY,2015,204674.0,204416.0
Nigeria,POULTRY,2016,209319.0,240123.0
Nigeria,POULTRY,2017,201599.0,258163.0
Nigeria,POULTRY,2018,198113.0,264322.0
Nigeria,POULTRY,2019,196113.0,240030.0
Nigeria,POULTRY,2020,197138.0,238250.0
Nigeria,SHEEP,1990,164650.0,44000.0
Nigeria,SHEEP,1991,170497.0,47300.0
Nigeria,SHEEP,1992,174130.0,48400.0
Nigeria,SHEEP,1993,181155.0,50600.0
Nigeria,SHEEP,1994,205677.0,62040.0
Nigeria,SHEEP,1995,222227.0,65890.0
Nigeria,SHEEP,1996,238295.0,68750.0
Nigeria,SHEEP,1997,269536.0,87010.0
Nigeria,SHEEP,1998,289895.0,95205.0
Nigeria,SHEEP,1999,311992.0,105490.0
Nigeria,SHEEP,2000,336662.0,115390.0
Nigeria,SHEEP,2001,366438.0,127820.0
Nigeria,SHEEP,2002,372285.0,129943.0
Nigeria,SHEEP,2003,376848.0,131271.0
Nigeria,SHEEP,2004,386200.0,134332.0
Nigeria,SHEEP,2005,394057.0,137302.0
Nigeria,SHEEP,2006,405764.0,141438.0
Nigeria,SHEEP,2007,415391.0,144722.0
Nigeria,SHEEP,2008,422820.0,145321.0
Nigeria,SHEEP,2009,433144.0,148809.0
Nigeria,SHEEP,2010,458230.0,170500.0
Nigeria,SHEEP,2011,381930.0,171600.0
Nigeria,SHEEP,2012,339787.0,122923.0
Nigeria,SHEEP,2013,374724.0,136076.0
Nigeria,SHEEP,2014,384110.0,139478.0
Nigeria,SHEEP,2015,393719.0,142965.0
Nigeria,SHEEP,2016,387273.0,146539.0
Nigeria,SHEEP,2017,397358.0,150202.0
Nigeria,SHEEP,2018,395056.0,155586.0
Nigeria,SHEEP,2019,395056.0,153759.0
Nigeria,SHEEP,2020,402851.0,150639.0
Nigeria,PIG,1990,106916.0,106886.0
Nigeria,PIG,1991,106809.0,106277.0
Nigeria,PIG,1992,112510.0,112500.0
Nigeria,PIG,1993,117006.0,117000.0
Nigeria,PIG,1994,121504.0,121500.0
Nigeria,PIG,1995,133726.0,130500.0
Nigeria,PIG,1996,138226.0,135000.0
Nigeria,PIG,1997,142726.0,139500.0
Nigeria,PIG,1998,147226.0,144000.0
Nigeria,PIG,1999,156226.0,153000.0
Nigeria,PIG,2000,157552.0,157500.0
Nigeria,PIG,2001,165422.0,165375.0
Nigeria,PIG,2002,192524.0,192524.0
Nigeria,PIG,2003,179118.0,178875.0
Nigeria,PIG,2004,186165.0,186165.0
Nigeria,PIG,2005,193455.0,193455.0
Nigeria,PIG,2006,201461.0,201285.0
Nigeria,PIG,2007,209250.0,209250.0
Nigeria,PIG,2008,217602.0,217602.0
Nigeria,PIG,2009,226318.0,226307.0
Nigeria,PIG,2010,234132.0,234000.0
Nigeria,PIG,2011,243449.0,243000.0
Nigeria,PIG,2012,249231.0,248850.0
Nigeria,PIG,2013,254650.0,254250.0
Nigeria,PIG,2014,252732.0,252574.0
Nigeria,PIG,2015,266494.0,266788.0
Nigeria,PIG,2016,274937.0,280354.0
Nigeria,PIG,2017,278145.0,294030.0
Nigeria,PIG,2018,281007.0,297890.0
Nigeria,PIG,2019,280100.0,300453.0
Nigeria,PIG,2020,285072.0,302976.0
Israel,POULTRY,1990,175258.0,121000.0
Israel,POULTRY,1991,189473.0,128000.0
Israel,POULTRY,1992,209499.0,138000.0
Israel,POULTRY,1993,225717.0,142000.0
Israel,POULTRY,1994,247894.0,156000.0
Israel,POULTRY,1995,246640.0,163000.0
Israel,POULTRY,1996,254658.0,170000.0
Israel,POULTRY,1997,259019.99999999997,171000.0
Israel,POULTRY,1998,263615.0,175000.0
Israel,POULTRY,1999,274538.0,189000.0
Israel,POULTRY,2000,402179.0,270000.0
Israel,POULTRY,2001,434526.0,317638.0
Israel,POULTRY,2002,446678.0,324000.0
Israel,POULTRY,2003,441825.0,334000.0
Israel,POULTRY,2004,458876.0,350000.0
Israel,POULTRY,2005,477362.0,370000.0
Israel,POULTRY,2006,507234.0,402460.0
Israel,POULTRY,2007,510213.0,420337.0
Israel,POULTRY,2008,511394.0,440000.0
Israel,POULTRY,2009,522500.0,436000.0
Israel,POULTRY,2010,528253.0,450000.0
Israel,POULTRY,2011,541409.0,458786.0
Israel,POULTRY,2012,554333.0,482264.0
Israel,POULTRY,2013,508806.0,443151.0
Israel,POULTRY,2014,558713.0,481967.0
Israel,POULTRY,2015,593443.0,497687.0
Israel,POULTRY,2016,637021.0,536210.0
Israel,POULTRY,2017,626135.0,538066.0
Israel,POULTRY,2018,622162.0,546715.0
Israel,POULTRY,2019,624100.0,517106.0
Israel,POULTRY,2020,638031.0,578164.0
New Zealand,POULTRY,1990,56300.0,56261.0
New Zealand,POULTRY,1991,58300.0,57327.0
New Zealand,POULTRY,1992,60900.0,59720.0
New Zealand,POULTRY,1993,68200.0,67829.0
New Zealand,POULTRY,1994,75363.0,70622.0
New Zealand,POULTRY,1995,92992.0,85550.0
New Zealand,POULTRY,1996,91078.0,88432.0
New Zealand,POULTRY,1997,89122.0,85680.0
New Zealand,POULTRY,1998,97411.0,93856.0
New Zealand,POULTRY,1999,100627.0,96664.0
New Zealand,POULTRY,2000,107678.0,104490.0
New Zealand,POULTRY,2001,117499.0,112177.0
New Zealand,POULTRY,2002,129263.0,122176.0
New Zealand,POULTRY,2003,142042.0,135301.0
New Zealand,POULTRY,2004,149538.0,144686.0
New Zealand,POULTRY,2005,158968.0,156390.0
New Zealand,POULTRY,2006,152855.0,150781.0
New Zealand,POULTRY,2007,146479.0,144973.0
New Zealand,POULTRY,2008,147100.0,145909.0
New Zealand,POULTRY,2009,139034.0,139081.0
New Zealand,POULTRY,2010,142920.0,143436.0
New Zealand,POULTRY,2011,148207.0,149055.0
New Zealand,POULTRY,2012,165116.0,167190.0
New Zealand,POULTRY,2013,165932.0,167607.0
New Zealand,POULTRY,2014,173553.0,187704.0
New Zealand,POULTRY,2015,176796.0,190621.0
New Zealand,POULTRY,2016,197744.0,210849.0
New Zealand,POULTRY,2017,206085.0,220983.0
New Zealand,POULTRY,2018,213546.0,229561.0
New Zealand,POULTRY,2019,223395.0,238054.0
New Zealand,POULTRY,2020,219625.0,216586.0
New Zealand,BEEF,1990,126565.0,478643.0
New Zealand,BEEF,1991,118301.0,525197.0
New Zealand,BEEF,1992,124116.0,549647.0
New Zealand,BEEF,1993,122977.0,544323.0
New Zealand,BEEF,1994,108817.0,565715.0
New Zealand,BEEF,1995,148142.0,597603.0
New Zealand,BEEF,1996,154307.0,649271.0
New Zealand,BEEF,1997,135395.0,632594.0
New Zealand,BEEF,1998,118486.0,651217.0
New Zealand,BEEF,1999,126249.0,554201.0
New Zealand,BEEF,2000,128268.0,587457.0
New Zealand,BEEF,2001,120941.0,590911.0
New Zealand,BEEF,2002,95980.0,574304.0
New Zealand,BEEF,2003,133017.0,632120.0
New Zealand,BEEF,2004,117647.0,710348.0
New Zealand,BEEF,2005,93037.0,663435.0
New Zealand,BEEF,2006,102777.0,639975.0
New Zealand,BEEF,2007,121514.0,631690.0
New Zealand,BEEF,2008,123107.0,631020.0
New Zealand,BEEF,2009,109807.0,637664.0
New Zealand,BEEF,2010,107158.0,638013.0
New Zealand,BEEF,2011,104290.0,618211.0
New Zealand,BEEF,2012,100723.0,607044.0
New Zealand,BEEF,2013,102525.0,627174.0
New Zealand,BEEF,2014,100496.0,625675.0
New Zealand,BEEF,2015,91391.0,675844.0
New Zealand,BEEF,2016,83324.0,673070.0
New Zealand,BEEF,2017,81026.0,641745.0
New Zealand,BEEF,2018,80207.0,676530.0
New Zealand,BEEF,2019,79320.0,683923.0
New Zealand,BEEF,2020,79550.0,701294.0
Vietnam,BEEF,1990,164316.0,75000.0
Vietnam,BEEF,1991,165344.0,75500.0
Vietnam,BEEF,1992,172917.0,77500.0
Vietnam,BEEF,1993,170800.0,75000.0
Vietnam,BEEF,1994,175699.0,80200.0
Vietnam,BEEF,1995,179945.0,64548.0
Vietnam,BEEF,1996,175600.0,70075.0
Vietnam,BEEF,1997,164285.0,71797.0
Vietnam,BEEF,1998,163284.0,83154.0
Vietnam,BEEF,1999,178821.0,85498.0
Vietnam,BEEF,2000,186000.0,93819.0
Vietnam,BEEF,2001,194488.0,97780.0
Vietnam,BEEF,2002,200330.0,102454.0
Vietnam,BEEF,2003,205187.0,107540.0
Vietnam,BEEF,2004,224133.0,119789.0
Vietnam,BEEF,2005,264871.0,142163.0
Vietnam,BEEF,2006,304573.0,174416.0
Vietnam,BEEF,2007,406921.0,206145.0
Vietnam,BEEF,2008,520114.00000000006,227196.0
Vietnam,BEEF,2009,621148.0,263379.0
Vietnam,BEEF,2010,586863.0,278911.0
Vietnam,BEEF,2011,816874.0,287169.0
Vietnam,BEEF,2012,845722.0,293969.0
Vietnam,BEEF,2013,1088585.0,285442.0
Vietnam,BEEF,2014,1332012.0,293100.0
Vietnam,BEEF,2015,1303264.0,299700.0
Vietnam,BEEF,2016,1301019.0,308608.0
Vietnam,BEEF,2017,1444601.0,321666.0
Vietnam,BEEF,2018,1231617.0,334472.0
Vietnam,BEEF,2019,1133683.0,355288.0
Vietnam,BEEF,2020,1159863.0,373611.0
Kazakhstan,SHEEP,1992,232900.0,235000.0
Kazakhstan,SHEEP,1993,263300.0,267300.0
Kazakhstan,SHEEP,1994,239800.0,245800.0
Kazakhstan,SHEEP,1995,192076.0,200000.0
Kazakhstan,SHEEP,1996,165559.0,162000.0
Kazakhstan,SHEEP,1997,146292.0,142700.0
Kazakhstan,SHEEP,1998,119182.0,114200.0
Kazakhstan,SHEEP,1999,98922.0,94700.0
Kazakhstan,SHEEP,2000,95293.0,91200.0
Kazakhstan,SHEEP,2001,97064.0,91700.0
Kazakhstan,SHEEP,2002,101620.0,93900.0
Kazakhstan,SHEEP,2003,96065.0,87000.0
Kazakhstan,SHEEP,2004,101659.0,90800.0
Kazakhstan,SHEEP,2005,106771.0,93600.0
